group;ISOweek;observed;delaycorrected;N
02to06;2019-W29;1;1;300909.428571429
02to06;2019-W30;0;0;300879.857142857
02to06;2019-W31;0;0;300936.142857143
02to06;2019-W32;0;0;300899
02to06;2019-W33;0;0;300981.857142857
02to06;2019-W34;1;1;301029.571428571
02to06;2019-W35;1;1;301164.142857143
02to06;2019-W36;2;2;301160.285714286
02to06;2019-W37;1;1;301310.571428571
02to06;2019-W38;0;0;301320
02to06;2019-W39;1;1;301399.285714286
02to06;2019-W40;0;0;301460.571428571
02to06;2019-W41;2;2;301542.285714286
02to06;2019-W42;1;1;301636.428571429
02to06;2019-W43;2;2;301698.285714286
02to06;2019-W44;0;0;301722.142857143
02to06;2019-W45;0;0;301721.571428571
02to06;2019-W46;0;0;301810.571428571
02to06;2019-W47;0;0;301864.857142857
02to06;2019-W48;1;1;301943.142857143
02to06;2019-W49;0;0;301951.142857143
02to06;2019-W50;0;0;301970.857142857
02to06;2019-W51;0;0;302001.571428571
02to06;2019-W52;1;1;302078
02to06;2020-W01;1;1;301991.857142857
02to06;2020-W02;0;0;302042.142857143
02to06;2020-W03;1;1;302107.142857143
02to06;2020-W04;0;0;302163
02to06;2020-W05;0;0;302242.857142857
02to06;2020-W06;0;0;302194.857142857
02to06;2020-W07;1;1;302171.428571429
02to06;2020-W08;0;0;302246.571428571
02to06;2020-W09;0;0;302376.428571429
02to06;2020-W10;1;1;302356.285714286
02to06;2020-W11;1;1;302398.428571429
02to06;2020-W12;1;1;302405.571428571
02to06;2020-W13;0;0;302530.285714286
02to06;2020-W14;0;0;302601
02to06;2020-W15;0;0;302633.714285714
02to06;2020-W16;1;1;302697.857142857
02to06;2020-W17;0;0;302756.142857143
02to06;2020-W18;1;1;302859.714285714
02to06;2020-W19;1;1;302875.428571429
02to06;2020-W20;0;0;302950.571428571
02to06;2020-W21;0;0;302975.428571429
02to06;2020-W22;0;0;303091
02to06;2020-W23;0;0;303241.571428571
02to06;2020-W24;2;2;303363
02to06;2020-W25;1;1;303476.714285714
02to06;2020-W26;1;1;303585
02to06;2020-W27;1;1;303651
02to06;2020-W28;2;2;303740.428571429
02to06;2020-W29;1;1;303864.285714286
02to06;2020-W30;1;1;303909.428571429
02to06;2020-W31;0;0;304090.714285714
02to06;2020-W32;0;0;304127.428571429
02to06;2020-W33;1;1;304195.857142857
02to06;2020-W34;1;1;304296.428571429
02to06;2020-W35;1;1;304381.285714286
02to06;2020-W36;0;0;304468.285714286
02to06;2020-W37;1;1;304527
02to06;2020-W38;0;0;304623.714285714
02to06;2020-W39;0;0;304749.714285714
02to06;2020-W40;0;0;304905.714285714
02to06;2020-W41;1;1;304992.857142857
02to06;2020-W42;2;2;305072.142857143
02to06;2020-W43;0;0;305177.142857143
02to06;2020-W44;1;1;305334.714285714
02to06;2020-W45;0;0;305442.857142857
02to06;2020-W46;1;1;305533.571428571
02to06;2020-W47;0;0;305572.285714286
02to06;2020-W48;0;0;305622
02to06;2020-W49;0;0;305706.428571429
02to06;2020-W50;1;1;305766.428571429
02to06;2020-W51;0;0;305818.285714286
02to06;2020-W52;0;0;305823.571428571
02to06;2020-W53;0;0;305837.142857143
02to06;2021-W01;0;0;305859.142857143
02to06;2021-W02;0;0;305864
02to06;2021-W03;0;0;305874.285714286
02to06;2021-W04;1;1;305939
02to06;2021-W05;1;1;305981.571428571
02to06;2021-W06;1;1;306011.428571429
02to06;2021-W07;1;1;306065.714285714
02to06;2021-W08;0;0;306081.571428571
02to06;2021-W09;1;1;306125.285714286
02to06;2021-W10;2;2;306175.571428571
02to06;2021-W11;0;0;306191.714285714
02to06;2021-W12;0;0;306253.428571429
02to06;2021-W13;0;0;306352.714285714
02to06;2021-W14;1;1;306419.428571429
02to06;2021-W15;0;0;306494.857142857
02to06;2021-W16;0;0;306499.285714286
02to06;2021-W17;0;0;306581.142857143
02to06;2021-W18;0;0;306586.285714286
02to06;2021-W19;0;0;306659.428571429
02to06;2021-W20;1;1;306706.142857143
02to06;2021-W21;0;0;306810.857142857
02to06;2021-W22;0;0;306982.571428571
02to06;2021-W23;2;2;307071.571428571
02to06;2021-W24;0;0;307173
02to06;2021-W25;0;0;307237.857142857
02to06;2021-W26;0;0;307308.714285714
02to06;2021-W27;0;0;307250.571428571
02to06;2021-W28;0;0;307320
02to06;2021-W29;2;2;307419.428571429
02to06;2021-W30;2;2;307608.285714286
02to06;2021-W31;1;1;307625.857142857
02to06;2021-W32;1;1;307674
02to06;2021-W33;0;0;307770.857142857
02to06;2021-W34;1;1;307933.285714286
02to06;2021-W35;3;3;308031.428571429
02to06;2021-W36;0;0;308020.857142857
02to06;2021-W37;1;1;308163.857142857
02to06;2021-W38;0;0;308265.142857143
02to06;2021-W39;1;1;308434.285714286
02to06;2021-W40;3;3;308505
02to06;2021-W41;1;1;308565.857142857
02to06;2021-W42;0;0;308619.714285714
02to06;2021-W43;1;1;308660.571428571
02to06;2021-W44;1;1;308749.142857143
02to06;2021-W45;0;0;308786.857142857
02to06;2021-W46;0;0;308827
02to06;2021-W47;0;0;308936.571428571
02to06;2021-W48;0;0;309015.714285714
02to06;2021-W49;0;0;309071.428571429
02to06;2021-W50;1;1;309172.857142857
02to06;2021-W51;1;1;309202
02to06;2021-W52;0;0;309137.857142857
02to06;2022-W01;0;0;309164.428571429
02to06;2022-W02;0;0;309291.857142857
02to06;2022-W03;0;0;309391.142857143
02to06;2022-W04;0;0;309475.857142857
02to06;2022-W05;0;0;309544.428571429
02to06;2022-W06;1;1;309697.571428571
02to06;2022-W07;1;1;309819.857142857
02to06;2022-W08;1;1;309906.285714286
02to06;2022-W09;0;0;309994.714285714
02to06;2022-W10;0;0;310082.714285714
02to06;2022-W11;1;1;310257.428571429
02to06;2022-W12;2;2;310504.714285714
02to06;2022-W13;1;1;310692.571428571
02to06;2022-W14;0;0;311023.857142857
02to06;2022-W15;0;0;311233.142857143
02to06;2022-W16;0;0;311533.857142857
02to06;2022-W17;1;1;312028.142857143
02to06;2022-W18;0;0;312473.142857143
02to06;2022-W19;2;2;312825
02to06;2022-W20;1;1;312931.142857143
02to06;2022-W21;0;0;313071.571428571
02to06;2022-W22;0;0;313219
02to06;2022-W23;1;1;313285.571428571
02to06;2022-W24;1;1;313487.142857143
02to06;2022-W25;1;1;313639.285714286
02to06;2022-W26;1;1;313861.714285714
02to06;2022-W27;1;1;313889.428571429
02to06;2022-W28;0;0;313995.714285714
02to06;2022-W29;1;1;314074.142857143
02to06;2022-W30;0;0;314161.428571429
02to06;2022-W31;1;1;314213.428571429
02to06;2022-W32;0;0;314285
02to06;2022-W33;1;1;314374.428571429
02to06;2022-W34;1;1;314470.142857143
02to06;2022-W35;1;1;314485.428571429
02to06;2022-W36;0;0;314412.142857143
02to06;2022-W37;0;0;314371.857142857
02to06;2022-W38;1;1;314349.857142857
02to06;2022-W39;0;0;314386.428571429
02to06;2022-W40;1;1;314444.142857143
02to06;2022-W41;1;1;314497
02to06;2022-W42;0;0;314440.571428571
02to06;2022-W43;0;0;314393
02to06;2022-W44;0;0.0342497;314380
02to06;2022-W45;1;1.13523;314295.142857143
02to06;2022-W46;0;0.0323986;314325.571428571
02to06;2022-W47;1;1.110011;314323.857142857
02to06;2022-W48;0;0.0310693;314367.714285714
02to06;2022-W49;1;1.051901;314369
02to06;2022-W50;0;0.0306879;314367.714285714
02to06;2022-W51;0;0.0324529;314397.142857143
02to06;2022-W52;0;0.0330477;314342.857142857
02to06;2023-W01;0;0.0345259;314388.571428571
02to06;2023-W02;1;1.248563;314405.285714286
02to06;2023-W03;0;0.0368248;314438.714285714
07to14;2017-W29;1;1;538268
07to14;2017-W30;0;0;538334.428571429
07to14;2017-W31;1;1;538471.142857143
07to14;2017-W32;3;3;538364.714285714
07to14;2017-W33;1;1;538429.571428572
07to14;2017-W34;0;0;538446.285714286
07to14;2017-W35;0;0;538465.285714286
07to14;2017-W36;0;0;538339
07to14;2017-W37;0;0;538330.428571429
07to14;2017-W38;1;1;538311.285714286
07to14;2017-W39;1;1;538525.142857143
07to14;2017-W40;1;1;538444.857142857
07to14;2017-W41;1;1;538468.857142857
07to14;2017-W42;0;0;538487.714285714
07to14;2017-W43;0;0;538456.285714286
07to14;2017-W44;2;2;538587.142857143
07to14;2017-W45;0;0;538555.857142857
07to14;2017-W46;1;1;538589
07to14;2017-W47;3;3;538577.142857143
07to14;2017-W48;0;0;538691.142857143
07to14;2017-W49;0;0;538700.714285714
07to14;2017-W50;0;0;538693.714285714
07to14;2017-W51;1;1;538733.571428572
07to14;2017-W52;1;1;538751.571428572
07to14;2018-W01;1;1;538762
07to14;2018-W02;0;0;538847.142857143
07to14;2018-W03;1;1;538873.857142857
07to14;2018-W04;1;1;538845.571428572
07to14;2018-W05;1;1;538833.571428572
07to14;2018-W06;0;0;538760.714285714
07to14;2018-W07;3;3;538772.571428572
07to14;2018-W08;0;0;538729.857142857
07to14;2018-W09;0;0;538615.142857143
07to14;2018-W10;1;1;538524.714285714
07to14;2018-W11;1;1;538467
07to14;2018-W12;0;0;538397.857142857
07to14;2018-W13;1;1;538337.857142857
07to14;2018-W14;2;2;538167.571428572
07to14;2018-W15;1;1;538074.285714286
07to14;2018-W16;1;1;537917.285714286
07to14;2018-W17;1;1;537785.285714286
07to14;2018-W18;0;0;537622.571428572
07to14;2018-W19;0;0;537496.142857143
07to14;2018-W20;0;0;537403.571428572
07to14;2018-W21;1;1;537300.285714286
07to14;2018-W22;1;1;537361
07to14;2018-W23;0;0;537322.428571429
07to14;2018-W24;0;0;537297.142857143
07to14;2018-W25;0;0;537321.714285714
07to14;2018-W26;0;0;537421.571428572
07to14;2018-W27;0;0;537319.571428572
07to14;2018-W28;1;1;537238.142857143
07to14;2018-W29;1;1;537163.285714286
07to14;2018-W30;1;1;537008.571428572
07to14;2018-W31;0;0;537002.142857143
07to14;2018-W32;0;0;536944.571428572
07to14;2018-W33;0;0;536905.428571429
07to14;2018-W34;1;1;536789.285714286
07to14;2018-W35;0;0;536670.571428572
07to14;2018-W36;1;1;536559.142857143
07to14;2018-W37;1;1;536443
07to14;2018-W38;0;0;536269.714285714
07to14;2018-W39;2;2;536100.428571429
07to14;2018-W40;0;0;535852.714285714
07to14;2018-W41;1;1;535549.285714286
07to14;2018-W42;0;0;535429.857142857
07to14;2018-W43;0;0;535228.428571429
07to14;2018-W44;0;0;535121.857142857
07to14;2018-W45;0;0;535000.571428572
07to14;2018-W46;2;2;534922.142857143
07to14;2018-W47;0;0;534756.142857143
07to14;2018-W48;0;0;534726.285714286
07to14;2018-W49;4;4;534629.285714286
07to14;2018-W50;1;1;534566.571428572
07to14;2018-W51;1;1;534538.142857143
07to14;2018-W52;0;0;534453.428571429
07to14;2019-W01;1;1;534293.428571429
07to14;2019-W02;1;1;534228
07to14;2019-W03;1;1;534075.428571429
07to14;2019-W04;3;3;534016.428571429
07to14;2019-W05;1;1;533934
07to14;2019-W06;0;0;533812.285714286
07to14;2019-W07;0;0;533694.571428572
07to14;2019-W08;0;0;533547.142857143
07to14;2019-W09;1;1;533395.714285714
07to14;2019-W10;4;4;533213.714285714
07to14;2019-W11;1;1;533114.571428572
07to14;2019-W12;0;0;532949.428571429
07to14;2019-W13;0;0;532834.714285714
07to14;2019-W14;1;1;532702.285714286
07to14;2019-W15;2;2;532462.428571429
07to14;2019-W16;3;3;532286.714285714
07to14;2019-W17;1;1;532071.571428572
07to14;2019-W18;1;1;532005.571428572
07to14;2019-W19;1;1;531885.428571429
07to14;2019-W20;0;0;531807.571428572
07to14;2019-W21;0;0;531741.571428572
07to14;2019-W22;0;0;531669.714285714
07to14;2019-W23;1;1;531600.571428572
07to14;2019-W24;0;0;531470.857142857
07to14;2019-W25;1;1;531362.428571429
07to14;2019-W26;0;0;531327.142857143
07to14;2019-W27;2;2;531309.142857143
07to14;2019-W28;0;0;531238.142857143
07to14;2019-W29;1;1;531137.285714286
07to14;2019-W30;0;0;531036.285714286
07to14;2019-W31;3;3;530924.714285714
07to14;2019-W32;0;0;530690.428571429
07to14;2019-W33;0;0;530582.571428572
07to14;2019-W34;0;0;530447.714285714
07to14;2019-W35;1;1;530302.428571429
07to14;2019-W36;0;0;530130.428571429
07to14;2019-W37;2;2;530002.142857143
07to14;2019-W38;0;0;529920.285714286
07to14;2019-W39;0;0;529930.714285714
07to14;2019-W40;0;0;529907.857142857
07to14;2019-W41;0;0;529802
07to14;2019-W42;1;1;529729
07to14;2019-W43;0;0;529605.428571429
07to14;2019-W44;1;1;529525.428571429
07to14;2019-W45;0;0;529385.571428572
07to14;2019-W46;1;1;529233.142857143
07to14;2019-W47;0;0;529120.714285714
07to14;2019-W48;0;0;529014.285714286
07to14;2019-W49;2;2;528895
07to14;2019-W50;1;1;528788.285714286
07to14;2019-W51;0;0;528719
07to14;2019-W52;0;0;528565.714285714
07to14;2020-W01;1;1;528324.571428572
07to14;2020-W02;0;0;528056.285714286
07to14;2020-W03;2;2;527951.285714286
07to14;2020-W04;2;2;527773.857142857
07to14;2020-W05;1;1;527564.857142857
07to14;2020-W06;1;1;527351.714285714
07to14;2020-W07;2;2;527271.857142857
07to14;2020-W08;1;1;527047.714285714
07to14;2020-W09;0;0;526956.714285714
07to14;2020-W10;1;1;526797.714285714
07to14;2020-W11;3;3;526685.142857143
07to14;2020-W12;2;2;526597
07to14;2020-W13;0;0;526468.428571429
07to14;2020-W14;0;0;526307.714285714
07to14;2020-W15;0;0;526075.285714286
07to14;2020-W16;1;1;525865.857142857
07to14;2020-W17;1;1;525783
07to14;2020-W18;0;0;525627
07to14;2020-W19;0;0;525423.285714286
07to14;2020-W20;1;1;525223.142857143
07to14;2020-W21;1;1;525140.142857143
07to14;2020-W22;2;2;525009.571428572
07to14;2020-W23;1;1;524954
07to14;2020-W24;0;0;524864.714285714
07to14;2020-W25;0;0;524664.714285714
07to14;2020-W26;0;0;524541.714285714
07to14;2020-W27;1;1;524499.857142857
07to14;2020-W28;2;2;524322.285714286
07to14;2020-W29;0;0;524291.142857143
07to14;2020-W30;2;2;524211.714285714
07to14;2020-W31;1;1;524119.285714286
07to14;2020-W32;1;1;523944.428571429
07to14;2020-W33;0;0;523826.857142857
07to14;2020-W34;0;0;523626
07to14;2020-W35;0;0;523481
07to14;2020-W36;0;0;523310.428571429
07to14;2020-W37;2;2;523097.714285714
07to14;2020-W38;2;2;522962.285714286
07to14;2020-W39;0;0;522769.571428572
07to14;2020-W40;0;0;522560
07to14;2020-W41;2;2;522331.571428572
07to14;2020-W42;0;0;522168.142857143
07to14;2020-W43;1;1;521942.428571429
07to14;2020-W44;0;0;521762.428571429
07to14;2020-W45;2;2;521508.571428571
07to14;2020-W46;0;0;521317.428571429
07to14;2020-W47;0;0;521164.285714286
07to14;2020-W48;2;2;521041
07to14;2020-W49;1;1;520946.142857143
07to14;2020-W50;0;0;520844.857142857
07to14;2020-W51;1;1;520751.857142857
07to14;2020-W52;0;0;520650.857142857
07to14;2020-W53;1;1;520464.714285714
07to14;2021-W01;0;0;520295.428571429
07to14;2021-W02;0;0;520178
07to14;2021-W03;0;0;520076.571428572
07to14;2021-W04;0;0;520007.857142857
07to14;2021-W05;0;0;519896
07to14;2021-W06;1;1;519703.142857143
07to14;2021-W07;0;0;519532.857142857
07to14;2021-W08;0;0;519365.428571429
07to14;2021-W09;0;0;519165.285714286
07to14;2021-W10;1;1;518962.428571429
07to14;2021-W11;1;1;518740.714285714
07to14;2021-W12;1;1;518473.428571429
07to14;2021-W13;0;0;518253.285714286
07to14;2021-W14;0;0;518054.285714286
07to14;2021-W15;0;0;517927
07to14;2021-W16;3;3;517759.428571429
07to14;2021-W17;0;0;517620.714285714
07to14;2021-W18;0;0;517389.428571429
07to14;2021-W19;0;0;517185.857142857
07to14;2021-W20;2;2;516953.428571429
07to14;2021-W21;2;2;516697.714285714
07to14;2021-W22;0;0;516508.428571429
07to14;2021-W23;2;2;516271.285714286
07to14;2021-W24;0;0;516067.142857143
07to14;2021-W25;2;2;515976.428571429
07to14;2021-W26;1;1;515941.571428571
07to14;2021-W27;1;1;515850
07to14;2021-W28;2;2;515718.285714286
07to14;2021-W29;0;0;515541.285714286
07to14;2021-W30;0;0;515438.142857143
07to14;2021-W31;1;1;515151.857142857
07to14;2021-W32;2;2;515022
07to14;2021-W33;1;1;514814.857142857
07to14;2021-W34;2;2;514658.285714286
07to14;2021-W35;1;1;514458
07to14;2021-W36;0;0;514266.714285714
07to14;2021-W37;0;0;514003.142857143
07to14;2021-W38;0;0;513768.285714286
07to14;2021-W39;0;0;513570.142857143
07to14;2021-W40;1;1;513353
07to14;2021-W41;0;0;513226
07to14;2021-W42;2;2;513080
07to14;2021-W43;1;1;512910
07to14;2021-W44;0;0;512875.142857143
07to14;2021-W45;1;1;512744.285714286
07to14;2021-W46;0;0;512681.142857143
07to14;2021-W47;0;0;512513.857142857
07to14;2021-W48;1;1;512432.285714286
07to14;2021-W49;2;2;512276.571428571
07to14;2021-W50;2;2;512185.857142857
07to14;2021-W51;1;1;512063.714285714
07to14;2021-W52;0;0;511826.285714286
07to14;2022-W01;1;1;511548
07to14;2022-W02;1;1;511424.428571429
07to14;2022-W03;1;1;511307.571428571
07to14;2022-W04;1;1;511218.857142857
07to14;2022-W05;1;1;511132.142857143
07to14;2022-W06;0;0;510917.142857143
07to14;2022-W07;0;0;510768.714285714
07to14;2022-W08;1;1;510605.571428572
07to14;2022-W09;2;2;510495
07to14;2022-W10;2;2;510346.857142857
07to14;2022-W11;0;0;510218.285714286
07to14;2022-W12;0;0;510254.285714286
07to14;2022-W13;0;0;510648
07to14;2022-W14;0;0;511026.285714286
07to14;2022-W15;0;0;511276.857142857
07to14;2022-W16;1;1;511382.714285714
07to14;2022-W17;2;2;511872.428571429
07to14;2022-W18;1;1;512363.857142857
07to14;2022-W19;2;2;512733.714285714
07to14;2022-W20;0;0;512677.857142857
07to14;2022-W21;0;0;512643.571428572
07to14;2022-W22;0;0;512749.571428572
07to14;2022-W23;0;0;512698.857142857
07to14;2022-W24;1;1;512691.857142857
07to14;2022-W25;0;0;512721.571428572
07to14;2022-W26;0;0;512833.571428572
07to14;2022-W27;0;0;512735.857142857
07to14;2022-W28;2;2;512702.714285714
07to14;2022-W29;0;0;512644.428571429
07to14;2022-W30;1;1;512576.571428571
07to14;2022-W31;0;0;512484.428571429
07to14;2022-W32;1;1;512380.714285714
07to14;2022-W33;1;1;512377.428571429
07to14;2022-W34;0;0;512287.857142857
07to14;2022-W35;0;0;512152.142857143
07to14;2022-W36;1;1;511918.571428572
07to14;2022-W37;1;1;511837.857142857
07to14;2022-W38;0;0;511724.285714286
07to14;2022-W39;1;1;511634.857142857
07to14;2022-W40;0;0;511437.285714286
07to14;2022-W41;1;1;511303.285714286
07to14;2022-W42;0;0;511259.428571429
07to14;2022-W43;0;0;511201.571428572
07to14;2022-W44;0;0.0638776;511089.571428571
07to14;2022-W45;1;1.513347;510975.142857143
07to14;2022-W46;1;1.449256;510872.285714286
07to14;2022-W47;1;1.45962;510787
07to14;2022-W48;2;2;510758.571428571
07to14;2022-W49;1;1.456085;510692.571428572
07to14;2022-W50;1;1.423259;510674.285714286
07to14;2022-W51;0;0.0656742;510550
07to14;2022-W52;2;2;510328.285714286
07to14;2023-W01;1;1.463271;510077.142857143
07to14;2023-W02;0;0.0642528;509908
07to14;2023-W03;0;0.0544872;509746.428571429
15to44;2017-W29;20;20;2163989
15to44;2017-W30;27;27;2163946.85714286
15to44;2017-W31;18;18;2165055
15to44;2017-W32;22;22;2164169.71428571
15to44;2017-W33;21;21;2165407
15to44;2017-W34;28;28;2166765.28571429
15to44;2017-W35;23;23;2169934.42857143
15to44;2017-W36;21;21;2170294.14285714
15to44;2017-W37;20;20;2172431.71428571
15to44;2017-W38;22;22;2173282
15to44;2017-W39;19;19;2174651.28571429
15to44;2017-W40;31;31;2173897.85714286
15to44;2017-W41;19;19;2174201.42857143
15to44;2017-W42;18;18;2174339.71428571
15to44;2017-W43;30;30;2174496.14285714
15to44;2017-W44;24;24;2175146.28571429
15to44;2017-W45;30;30;2174466.57142857
15to44;2017-W46;21;21;2174694.85714286
15to44;2017-W47;19;19;2174635
15to44;2017-W48;22;22;2175140.85714286
15to44;2017-W49;22;22;2174243
15to44;2017-W50;19;19;2174014.71428571
15to44;2017-W51;23;23;2173252.71428571
15to44;2017-W52;28;28;2171795.42857143
15to44;2018-W01;23;23;2169893.42857143
15to44;2018-W02;18;18;2169998.42857143
15to44;2018-W03;16;16;2170642.42857143
15to44;2018-W04;26;26;2171053.28571429
15to44;2018-W05;24;24;2172482.42857143
15to44;2018-W06;27;27;2172224.57142857
15to44;2018-W07;31;31;2172425.42857143
15to44;2018-W08;26;26;2172529.14285714
15to44;2018-W09;22;22;2172915.42857143
15to44;2018-W10;30;30;2172378.85714286
15to44;2018-W11;24;24;2172459.42857143
15to44;2018-W12;25;25;2172396
15to44;2018-W13;25;25;2172555.71428571
15to44;2018-W14;26;26;2171605.14285714
15to44;2018-W15;32;32;2171686.14285714
15to44;2018-W16;30;30;2171704
15to44;2018-W17;27;27;2171889.57142857
15to44;2018-W18;31;31;2171802.14285714
15to44;2018-W19;29;29;2171239.85714286
15to44;2018-W20;24;24;2171131.14285714
15to44;2018-W21;29;29;2171031
15to44;2018-W22;24;24;2170476.28571429
15to44;2018-W23;24;24;2169704.42857143
15to44;2018-W24;26;26;2169739.71428571
15to44;2018-W25;21;21;2169307.14285714
15to44;2018-W26;22;22;2169381
15to44;2018-W27;26;26;2167134.85714286
15to44;2018-W28;14;14;2166915.57142857
15to44;2018-W29;22;22;2166606.14285714
15to44;2018-W30;19;19;2166772.42857143
15to44;2018-W31;24;24;2167379.14285714
15to44;2018-W32;25;25;2167017.28571429
15to44;2018-W33;21;21;2168333.42857143
15to44;2018-W34;26;26;2169876.71428571
15to44;2018-W35;19;19;2172536.14285714
15to44;2018-W36;27;27;2173069
15to44;2018-W37;24;24;2175377
15to44;2018-W38;21;21;2176357.57142857
15to44;2018-W39;15;15;2177142.28571429
15to44;2018-W40;22;22;2177276.85714286
15to44;2018-W41;24;24;2177149.42857143
15to44;2018-W42;29;29;2177456.57142857
15to44;2018-W43;16;16;2177532.85714286
15to44;2018-W44;26;26;2177897.42857143
15to44;2018-W45;30;30;2177362.85714286
15to44;2018-W46;28;28;2177494.14285714
15to44;2018-W47;25;25;2177488.57142857
15to44;2018-W48;17;17;2177763.28571429
15to44;2018-W49;23;23;2176918.71428571
15to44;2018-W50;30;30;2176853.71428571
15to44;2018-W51;33;33;2175859.14285714
15to44;2018-W52;24;24;2174736.14285714
15to44;2019-W01;28;28;2172402
15to44;2019-W02;22;22;2172292.85714286
15to44;2019-W03;20;20;2172672.85714286
15to44;2019-W04;16;16;2172927.14285714
15to44;2019-W05;31;31;2173458.71428571
15to44;2019-W06;27;27;2174109.28571429
15to44;2019-W07;21;21;2174569.28571429
15to44;2019-W08;22;22;2174638.71428571
15to44;2019-W09;22;22;2174947.85714286
15to44;2019-W10;28;28;2174310.42857143
15to44;2019-W11;26;26;2174247.14285714
15to44;2019-W12;21;21;2174061
15to44;2019-W13;12;12;2174089.42857143
15to44;2019-W14;19;19;2173744
15to44;2019-W15;36;36;2173246.85714286
15to44;2019-W16;19;19;2173306.42857143
15to44;2019-W17;19;19;2173035.57142857
15to44;2019-W18;26;26;2173098.85714286
15to44;2019-W19;31;31;2172522.42857143
15to44;2019-W20;25;25;2172263.14285714
15to44;2019-W21;21;21;2172258.42857143
15to44;2019-W22;21;21;2171636.57142857
15to44;2019-W23;25;25;2170738.57142857
15to44;2019-W24;16;16;2170783.71428571
15to44;2019-W25;31;31;2170604.85714286
15to44;2019-W26;20;20;2170378.42857143
15to44;2019-W27;20;20;2169128.42857143
15to44;2019-W28;19;19;2168241.42857143
15to44;2019-W29;31;31;2167978.71428571
15to44;2019-W30;19;19;2167809.57142857
15to44;2019-W31;24;24;2168292.14285714
15to44;2019-W32;25;25;2167665.85714286
15to44;2019-W33;15;15;2168776.14285714
15to44;2019-W34;29;29;2170051.85714286
15to44;2019-W35;29;29;2172940.42857143
15to44;2019-W36;19;19;2173551
15to44;2019-W37;24;24;2175717.14285714
15to44;2019-W38;14;14;2176238.14285714
15to44;2019-W39;25;25;2176424.57142857
15to44;2019-W40;18;18;2176425.85714286
15to44;2019-W41;22;22;2175933.57142857
15to44;2019-W42;21;21;2176199.28571429
15to44;2019-W43;24;24;2176300.28571429
15to44;2019-W44;16;16;2176739
15to44;2019-W45;20;20;2176153.85714286
15to44;2019-W46;24;24;2176482.71428571
15to44;2019-W47;19;19;2176379.14285714
15to44;2019-W48;17;17;2176750.14285714
15to44;2019-W49;19;19;2176102.42857143
15to44;2019-W50;23;23;2176072.71428571
15to44;2019-W51;22;22;2175267.28571429
15to44;2019-W52;30;30;2174164.85714286
15to44;2020-W01;19;19;2172347
15to44;2020-W02;28;28;2172007.14285714
15to44;2020-W03;25;25;2172242.42857143
15to44;2020-W04;18;18;2172143.42857143
15to44;2020-W05;23;23;2172821.85714286
15to44;2020-W06;23;23;2172503.42857143
15to44;2020-W07;21;21;2172602.57142857
15to44;2020-W08;21;21;2172562.14285714
15to44;2020-W09;24;24;2172817.14285714
15to44;2020-W10;20;20;2171895.14285714
15to44;2020-W11;28;28;2171915.85714286
15to44;2020-W12;27;27;2171656.14285714
15to44;2020-W13;17;17;2171424.42857143
15to44;2020-W14;18;18;2171475.14285714
15to44;2020-W15;17;17;2170665.71428571
15to44;2020-W16;29;29;2170403.14285714
15to44;2020-W17;28;28;2169922.28571429
15to44;2020-W18;21;21;2169989.28571429
15to44;2020-W19;21;21;2169131.57142857
15to44;2020-W20;25;25;2168959.71428571
15to44;2020-W21;19;19;2168558
15to44;2020-W22;21;21;2168439.14285714
15to44;2020-W23;15;15;2168229.71428571
15to44;2020-W24;28;28;2167589.71428571
15to44;2020-W25;20;20;2167687
15to44;2020-W26;18;18;2167462.14285714
15to44;2020-W27;24;24;2166868.42857143
15to44;2020-W28;21;21;2165511.85714286
15to44;2020-W29;26;26;2165252.42857143
15to44;2020-W30;31;31;2164945.71428571
15to44;2020-W31;25;25;2165593.28571429
15to44;2020-W32;25;25;2164782
15to44;2020-W33;26;26;2165517.57142857
15to44;2020-W34;25;25;2166353.85714286
15to44;2020-W35;24;24;2167752
15to44;2020-W36;29;29;2169529.71428571
15to44;2020-W37;27;27;2169537.28571429
15to44;2020-W38;16;16;2170443.42857143
15to44;2020-W39;18;18;2170804.14285714
15to44;2020-W40;23;23;2171517.42857143
15to44;2020-W41;11;11;2171108.71428571
15to44;2020-W42;21;21;2171479.42857143
15to44;2020-W43;13;13;2171672.28571429
15to44;2020-W44;26;26;2172361.42857143
15to44;2020-W45;24;24;2172052.42857143
15to44;2020-W46;22;22;2172407.57142857
15to44;2020-W47;28;28;2172529.42857143
15to44;2020-W48;33;33;2172723
15to44;2020-W49;33;33;2172877.71428571
15to44;2020-W50;29;29;2172449.85714286
15to44;2020-W51;21;21;2172388.71428571
15to44;2020-W52;16;16;2171720.85714286
15to44;2020-W53;27;27;2170962.28571429
15to44;2021-W01;18;18;2170567.28571429
15to44;2021-W02;19;19;2170722.28571429
15to44;2021-W03;23;23;2170703.42857143
15to44;2021-W04;22;22;2170896.57142857
15to44;2021-W05;23;23;2170788.85714286
15to44;2021-W06;27;27;2170323
15to44;2021-W07;14;14;2170281.57142857
15to44;2021-W08;23;23;2170259.71428571
15to44;2021-W09;20;20;2170332.57142857
15to44;2021-W10;24;24;2169899.71428571
15to44;2021-W11;28;28;2170026.28571429
15to44;2021-W12;29;29;2170066
15to44;2021-W13;18;18;2170180
15to44;2021-W14;22;22;2169444.85714286
15to44;2021-W15;23;23;2169584.42857143
15to44;2021-W16;30;30;2169618.14285714
